arquivo;data;tempo;acuracia;vp;vn;fp;fn
AjusteFinoMoodle_v1_C_SB_KF_E_3_lr_4_b_4_8_f6_BERTimbau_base;13/05/2021 19:32;0:34:05;0.9790552584670231;1120;1077;45;2
