arquivo;data;tempo;acuracia;vp;vn;fp;fn
AjusteFinoMoodle_v1_C_SB_KF_E_3_lr_4_b_4_8_f5_BERTmultilingual_base;17/05/2021 18:38;0:45:50;0.5;0;1122;0;1122
