arquivo;data;tempo;acuracia;vp;vn;fp;fn
AjusteFinoMoodle_v1_C_SB_KF_E_2_lr_2_b_4_8_f4_BERTimbau_large;18/05/2021 13:56;0:39:43;0.9866310160427807;1122;1092;30;0
