arquivo;data;tempo;acuracia;vp;vn;fp;fn
AjusteFinoMoodle_v1_C_SB_KF_E_3_lr_1_b_4_8_f8_BERTmultilingual_base;15/05/2021 00:35;0:59:54;0.9964349376114082;1122;1114;8;0
