arquivo;data;tempo;acuracia;vp;vn;fp;fn
AjusteFinoMoodle_v1_C_SB_KF_E_2_lr_2_b_4_8_f10_BERTimbau_large;20/05/2021 01:02;0:39:45;0.982174688057041;1119;1085;37;3
