arquivo;data;tempo;acuracia;vp;vn;fp;fn
AjusteFinoCSTNews_v1_C_SB_KF_E_3_lr_3_b_4_8_f8_BERTimbau_base;08/05/2021 21:37;0:12:25;0.9628514056224899;498;461;37;0
