arquivo;data;tempo;acuracia;vp;vn;fp;fn
AjusteFinoCSTNews_v1_C_SB_KF_E_2_lr_3_b_4_8_f1_BERTmultilingual_base;08/05/2021 22:22;0:10:06;0.9678714859437751;485;479;19;13
