arquivo;data;tempo;acuracia;vp;vn;fp;fn
AjusteFinoCSTNews_v1_C_SB_KF_E_4_lr_1_b_4_8_f7_BERTimbau_large;19/05/2021 21:39;0:55:20;0.9779116465863453;493;481;17;5
