arquivo;data;tempo;acuracia;vp;vn;fp;fn
AjusteFinoCSTNews_v1_C_SB_KF_E_4_lr_5_b_4_8_f9_BERTimbau_base;12/05/2021 17:53;0:21:08;0.9327309236947792;453;476;22;45
