data;arquivo;ccos;ceuc;cman
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_0.txt;0.8098263517022133;20.299095153808594;976.0098114013672
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_1.txt;0.8009063601493835;21.30551838874817;1012.5434722900391
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_2.txt;0.8049947395920753;20.932687520980835;996.8606567382812
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_3.txt;0.7954404205083847;21.158355832099915;1007.2783355712891
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_4.txt;0.8114881291985512;20.532533407211304;980.6607666015625
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_5.txt;0.7975523546338081;21.1371488571167;1000.2930145263672
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_6.txt;0.8091826513409615;20.30059254169464;959.5402374267578
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_7.txt;0.7941029891371727;21.155781745910645;1006.7807235717773
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_8.txt;0.8121414929628372;20.197622060775757;964.1599655151367
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_9.txt;0.8085486218333244;20.92766046524048;989.2785034179688
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_10.txt;0.7991049289703369;21.384047269821167;1013.9078979492188
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_11.txt;0.7977103218436241;21.063469409942627;995.5205078125
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_12.txt;0.808389887213707;20.472545385360718;981.0248870849609
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_13.txt;0.7936994805932045;21.387755632400513;1013.9869155883789
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_14.txt;0.8010677844285965;21.04548692703247;1013.8109359741211
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_15.txt;0.8218681663274765;19.742846965789795;947.8545455932617
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_16.txt;0.801691934466362;20.691850423812866;992.2498168945312
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_17.txt;0.794054888188839;21.557302236557007;1025.1600036621094
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_18.txt;0.8099365755915642;20.520578026771545;976.2278747558594
15/06/2021 01:39;Documento_47544.txt;0.8267972394824028;19.5585298538208;944.8763580322266
15/06/2021 01:39;Documento_47544_Perm_19.txt;0.7981372699141502;21.337494134902954;1018.7758407592773
15/06/2021 01:39;Documento_36931.txt;0.6722464164098104;30.447004954020183;1419.1617838541667
15/06/2021 01:39;Documento_36931_Perm_0.txt;0.6963712175687155;28.482777913411457;1331.6092936197917
15/06/2021 01:39;Documento_36931.txt;0.6722464164098104;30.447004954020183;1419.1617838541667
15/06/2021 01:39;Documento_36931_Perm_1.txt;0.6684581836064657;30.449967702229817;1411.2975667317708
15/06/2021 01:39;Documento_36931.txt;0.6722464164098104;30.447004954020183;1419.1617838541667
15/06/2021 01:39;Documento_36931_Perm_2.txt;0.6485910415649414;30.709733327229817;1437.4114583333333
15/06/2021 01:39;Documento_36931.txt;0.6722464164098104;30.447004954020183;1419.1617838541667
15/06/2021 01:39;Documento_36931_Perm_3.txt;0.6834068695704142;29.313364028930664;1393.7409261067708
