arquivo;data;tempo;acuracia;vp;vn;fp;fn
AjusteFinoCSTNews_v1_C_SB_KF_E_4_lr_5_b_4_8_f5_BERTmultilingual_base;17/05/2021 19:29;0:56:05;0.5;0;498;0;498
