arquivo;data;tempo;acuracia;vp;vn;fp;fn
AjusteFinoCSTNews_v1_C_SB_KF_E_4_lr_5_b_4_8_f8_BERTimbau_large;24/05/2021 17:34;0:56:04;0.5;0;498;0;498
