arquivo;data;tempo;acuracia;vp;vn;fp;fn
AjusteFinoCSTNews_v1_C_SB_KF_E_2_lr_5_b_4_8_f6_BERTimbau_base;08/05/2021 14:21;0:07:45;0.9558232931726908;476;476;22;22
