arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaCSTNews_v1_pretreinado_mean_ssb_BERTimbau_large;10/06/2021 23:03;10:01:17;4980;0.5837349397590361;2907;0.5592369477911646;2785;0.5485943775100401;2732
