arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaCSTNews_v1_pretreinado_max_tap_BERTmultilingual_base;12/06/2021 05:23;1:32:55;4960;0.5580645161290323;2768;0.5911290322580646;2932;0.5997983870967742;2975
