arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaCSTNews_v1_pretreinado_mean_ssb_BERTimbau_base;10/06/2021 13:05;8:22:01;4980;0.5620481927710843;2799;0.5437751004016064;2708;0.5381526104417671;2680
