arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaCSTNews_v1_pretreinado_max_ssw_BERTimbau_large;11/06/2021 12:18;4:23:58;4980;0.5811244979919679;2894;0.5724899598393575;2851;0.5748995983935743;2863
