arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaCSTNews_v1_pretreinado_max_ssw_BERTmultilingual_base;12/06/2021 07:04;1:40:19;4960;0.551008064516129;2733;0.5887096774193549;2920;0.5929435483870967;2941
