arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaCSTNews_v1_pretreinado_max_tap_BERTimbau_large;11/06/2021 03:16;4:12:46;4980;0.5895582329317269;2936;0.5867469879518072;2922;0.5879518072289157;2928
