arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaCSTNews_v1_pretreinado_mean_tap_BERTimbau_large;10/06/2021 08:51;4:05:43;4980;0.6289156626506024;3132;0.6289156626506024;3132;0.6291164658634538;3133
