arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaCSTNews_v1_pretreinado_max_ssb_BERTimbau_base;11/06/2021 01:58;8:15:45;4980;0.5524096385542169;2751;0.5843373493975904;2910;0.5728915662650602;2853
