arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaCSTNews_v1_pretreinado_max_ssb_BERTimbau_large;11/06/2021 23:02;10:43:46;4980;0.5634538152610442;2806;0.5728915662650602;2853;0.5720883534136546;2849
