arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaCSTNews_v1_pretreinado_mean_ssw_BERTimbau_large;10/06/2021 13:02;4:10:54;4980;0.6040160642570281;3008;0.5955823293172691;2966;0.5951807228915663;2964
