arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaMoodle_v1_pretreinado_max_ssb_BERTimbau_large;15/06/2021 11:00;5:40:47;11220;0.5429590017825312;6092;0.48680926916221035;5462;0.4805704099821747;5392
