arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaMoodle_v1_pretreinado_mean_ssw_BERTimbau_large;11/06/2021 21:28;5:18:56;11220;0.5843137254901961;6556;0.6510695187165776;7305;0.687789661319073;7717
