arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaMoodle_v1_pretreinado_max_ssb_BERTmultilingual_base;14/06/2021 17:29;16:19:22;11200;0.5590178571428571;6261;0.5351785714285714;5994;0.5427678571428571;6079
