arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaMoodle_v1_pretreinado_mean_tap_BERTimbau_base;11/06/2021 02:09;1:39:26;11220;0.7810160427807487;8763;0.8000891265597148;8977;0.7977718360071301;8951
