arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaMoodle_v1_pretreinado_max_ssw_BERTimbau_base;11/06/2021 21:27;1:12:33;11220;0.7523172905525847;8441;0.7017825311942959;7874;0.6966131907308378;7816
