arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaMoodle_v1_pretreinado_mean_ssw_BERTmultilingual_base;12/06/2021 07:15;1:28:58;11200;0.5025892857142857;5629;0.5453571428571429;6108;0.5751785714285714;6442
