arquivo;data;tempo;conta;ccos;contaccos;ceuc;contaceuc;cman;contacman
MedicaoCoerenciaMoodle_v1_pretreinado_max_ssb_BERTimbau_base;12/06/2021 07:11;9:44:18;11220;0.5663992869875223;6355;0.5220142602495543;5857;0.5194295900178253;5828
